"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","decimalLongitude.1","decimalLatitude.1","optional"
"306259","Myrcia obovata","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702321,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306260","Myrcia mischophylla","BR","Minas Gerais","BARRAGEM REJEITOS (µREA DE APOIO INDUSTRIAL)",-43,-19,NA,2821702322,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306261","Myrcia amazonica","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702323,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306262","Pogonophora schomburgkiana","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702325,"Peraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306263","Maprounea guianensis","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702324,"Euphorbiaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306264","Xylopia sericea","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702326,"Annonaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306265","Platypodium elegans","BR","Minas Gerais","ACESSO PRàXIMO VIVEIRO",-43,-19,NA,2821702327,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306267","Hortia brasiliana","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702329,"Rutaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306268","Diplotropis ferruginea","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702330,"Fabaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306269","Mabea fistulifera","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702331,"Euphorbiaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306270","Copaifera langsdorffii","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702332,"Fabaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306271","Tachigali rugosa","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702333,"Fabaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306272","Eugenia sonderiana","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702334,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306273","Myrcia splendens","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702335,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306274","Lafoensia pacari","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702336,"Lythraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306275","Licania octandra","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702338,"Chrysobalanaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306276","Lamanonia ternata","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702341,"Cunoniaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306277","Maprounea guianensis","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702342,"Euphorbiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306278","Maclura tinctoria","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702344,"Moraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306279","Machaerium nyctitans","BR","Minas Gerais","µREA DE EMPR?STIMO",-43,-19,NA,2821702345,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306281","Protium warmingianum","BR","Minas Gerais","µREA DE EMPR?STIMO",-43,-19,NA,2821702347,"Burseraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306284","Pouteria pachycalyx","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702351,"Sapotaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306286","Handroanthus chrysotrichus","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702353,"Bignoniaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306287","Ferdinandusa speciosa","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702355,"Rubiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306288","Dalbergia nigra","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702356,"Fabaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306289","Hyptidendron asperrimum","BR","Minas Gerais","ACESSO PRàXIMO VIVEIRO",-43,-19,NA,2821702357,"Lamiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306290","Machaerium nyctitans","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702358,"Fabaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306292","Campomanesia lineatifolia","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702361,"Myrtaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306293","Zanthoxylum rhoifolium","BR","Minas Gerais","Área perticular da empresa Anglo American, Extensão Sul da Cava Step 2.",-43.423611,-18.909722,NA,2821702363,"Rutaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.423611,-18.909722,TRUE
"306294","Solanum granulosoleprosum","BR","Minas Gerais","RESERVATàRIO",-43,-19,NA,2821702365,"Solanaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306295","Sorocea bonplandii","BR","Minas Gerais","µREA DE EMPR?STIMO",-43,-19,NA,2821702366,"Moraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306296","Tachigali friburgensis","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702368,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306297","Sloanea hirsuta","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702369,"Elaeocarpaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306298","Solanum cinnamomeum","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702370,"Solanaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306300","Siphoneugena densiflora","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702371,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306301","Cordia sellowiana","BR","Minas Gerais","µREA DE EMPR?STIMO",-43,-19,NA,2821702373,"Cordiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306302","Cedrela fissilis","BR","Minas Gerais","RESERVATàRIO",-43,-19,NA,2821702374,"Meliaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306303","Cecropia pachystachya","BR","Minas Gerais","PRàXIMO A RODOVIA",-43,-19,NA,2821702375,"Urticaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306304","Qualea megalocarpa","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702376,"Vochysiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306305","Qualea selloi","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702378,"Vochysiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306308","Diplotropis ferruginea","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702381,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306309","Dalbergia nigra","BR","Minas Gerais","BARRAGEM REJEITOS (µREA DE APOIO INDUSTRIAL)",-43,-19,NA,2821702383,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306310","Eremanthus incanus","BR","Minas Gerais","BARRAGEM REJEITOS (µREA DE APOIO INDUSTRIAL)",-43,-19,NA,2821702385,"Asteraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306311","Vismia brasiliensis","BR","Minas Gerais","Dique sela",-43,-19,NA,2821702386,"Hypericaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306314","Bathysa australis","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702390,"Rubiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306315","Tachigali rugosa","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702391,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306317","Virola bicuhyba","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702395,"Myristicaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306318","Brosimum lactescens","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702396,"Moraceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306321","Allophylus edulis","BR","Minas Gerais","CAVA NE1",-43,-19,NA,2821702399,"Sapindaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306322","Calophyllum brasiliense","BR","Minas Gerais","µREA DE EMPR?STIMO",-43,-19,NA,2821702400,"Calophyllaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306323","Aegiphila integrifolia","BR","Minas Gerais","RESERVATàRIO",-43,-19,NA,2821702401,"Lamiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306324","Apuleia leiocarpa","BR","Minas Gerais","µREA DE EMPR?STIMO",-43,-19,NA,2821702403,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306325","Anadenanthera colubrina","BR","Minas Gerais","µREA DE EMPR?STIMO",-43,-19,NA,2821702404,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306326","Amaioua guianensis","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702405,"Rubiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306328","Astronium fraxinifolium","BR","Minas Gerais","µREA DE EMPR?STIMO",-43,-19,NA,2821702407,"Anacardiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306329","Aspidosperma subincanum","BR","Minas Gerais","CAVA SA3",-43,-19,NA,2821702408,"Apocynaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43,-19,TRUE
"306330","Campomanesia laurifolia","BR","Minas Gerais","CAVA SA3",-43.412986,-18.924422,NA,2821702413,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","UFVJM","HDJFW",-43.412986,-18.924422,TRUE
"306333","Solanum cernuum","BR","Estado de Minas Gerais","Minas Gerais, entre Ouro Preto y Ponte Nova, pr. Acaiaca",-43.139444,-20.384444,NA,1936279270,"Solanaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","MA","MA",-43.139444,-20.384444,TRUE
"307554","Crateva tapia","BR","Espírito Santo","Pontal do Ipiranga.",-40.157778,-19.489167,NA,2302373301,"Capparaceae","SPECIES",NA,1996,"PRESERVED_SPECIMEN","UFRN","UFRN",-40.157778,-19.489167,TRUE
"307597","Faramea hyacinthina","BR","Minas Gerais","Parque Estadual da serra do Brigadeiro. Trilha do mundo.",-42.480833,-20.721111,NA,2302386014,"Rubiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","UFRN","UFRN",-42.480833,-20.721111,TRUE
"307695","Diospyros kaki","BR","São Paulo","Usina Costa Pinto (ponte).",-43.592222,-20.4775,NA,2302384764,"Ebenaceae","SPECIES",NA,1994,"PRESERVED_SPECIMEN","UFRN","UFRN",-43.592222,-20.4775,TRUE
"307721","Miconia michelangeliana","BR","Espirito Santo","Nova Lombardia, terreno do Furlani",-40.9,-20,NA,1426518896,"Melastomataceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","CAS","BOT-BC",-40.9,-20,TRUE
"307736","Trembleya laniflora","BR","Minas Gerais","Minas Gerais: Municipio of Ouro Branco. 1-3 km along ridgetop road on Serra de Ouro Branco from the Estrada Real.",-43.641117,-20.506666,NA,1426161778,"Melastomataceae","SPECIES",NA,2001,"PRESERVED_SPECIMEN","CAS","BOT-BC",-43.641117,-20.506666,TRUE
"307763","Trembleya laniflora","BR","Minas Gerais","Serra do Caraça. Parque do Caraça along the trail to Pico Inficionado.",-43.467381,-20.118925,NA,1426073603,"Melastomataceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","CAS","BOT-BC",-43.467381,-20.118925,TRUE
"307770","Symplocos pentandra","BR","Minas Gerais","Serro do Caraça. Parque do Caraça just below the summit of Pico Inficionado",-43.452722,-20.134611,NA,1920861261,"Symplocaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","CAS","BOT-BC",-43.452722,-20.134611,TRUE
"308684","Vismia brasiliensis","BR","Mg","Propriedade da Samarco",-43.468889,-20.228889,NA,2521042625,"Hypericaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-43.468889,-20.228889,TRUE
"308706","Urera caracasana","BR","Es","Rio Doce",-40.306667,-19.494444,NA,2521042661,"Urticaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-40.306667,-19.494444,TRUE
"308707","Lacistema pubescens","BR","Mg","Propriedade da Samarco",-43.451111,-20.231944,NA,2521042662,"Lacistemataceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-43.451111,-20.231944,TRUE
"308708","Erythroxylum deciduum","BR","Mg","beira de estrada",-43.412222,-20.259722,NA,2521042665,"Erythroxylaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-43.412222,-20.259722,TRUE
"308716","Piper aduncum","BR","Mg","Rio Doce",-42.741944,-20.0525,NA,2521042683,"Piperaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-42.741944,-20.0525,TRUE
"308723","Pereskia grandifolia","BR","Mg","Rio Doce",-42.498056,-19.526389,NA,2521042698,"Cactaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-42.498056,-19.526389,TRUE
"308724","Celtis iguanaea","BR","Es","Rio Doce",-40.700556,-19.53,NA,2521042697,"Cannabaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-40.700556,-19.53,TRUE
"308752","Inga vera","BR","Mg","Rio Doce",-42.418056,-19.383889,NA,2521042725,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-42.418056,-19.383889,TRUE
"308762","Palicourea blanchetiana","BR","Es","Reserva Biológica de Comboios",-43.214167,-20.298611,NA,2521042750,"Rubiaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-43.214167,-20.298611,TRUE
"308769","Lonchocarpus cultratus","BR","Mg","Beira de estrada",-41.863611,-18.859444,NA,2521042756,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-41.863611,-18.859444,TRUE
"308770","Alseis floribunda","BR","Mg","Rio Doce",-42.6925,-19.988056,NA,2521042758,"Rubiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-42.6925,-19.988056,TRUE
"308911","Vernonanthura petiolaris","BR","Mg","along road between Timóteo and Dionísio,",-42.6,-19.7,NA,1077478540,"Asteraceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-42.6,-19.7,TRUE
"309194","Solanum granulosoleprosum","BR","Mg","Rio Doce",-42.741944,-20.0525,NA,2521042942,"Solanaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-42.741944,-20.0525,TRUE
"309200","Solanum scuticum","BR","Mg","Tomás de Aquino Cota, Gesteira",-43.127222,-20.264444,NA,2521042955,"Solanaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-43.127222,-20.264444,TRUE
"309201","Dalbergia miscolobium","BR","Mg","Rio Doce",-42.695556,-19.990278,NA,2521042957,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-42.695556,-19.990278,TRUE
"309309","Solanum cernuum","BR","Mg","Rio Doce",-42.488056,-19.496389,NA,2452758652,"Solanaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-42.488056,-19.496389,TRUE
"309314","Aloysia virgata","BR","Mg","Gesteira, beira de estrada",-43.127222,-20.264444,NA,2452758586,"Verbenaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-43.127222,-20.264444,TRUE
"310618","Ocotea glomerata","BR","Es","Tabuleiro",-40.072222,-19.391389,NA,1913600598,"Lauraceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-40.072222,-19.391389,TRUE
"310620","Myrcia splendens","BR","Es","Canivete: Remanescente de Tabuleiro",-40.071111,-19.321389,NA,1913600605,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","Universidade Tecnológica Federal do Paraná","HCF",-40.071111,-19.321389,TRUE
"311595","Myrcia guianensis","BR","Espírito Santo","Reserva Biológica de Sooretama.",-39.882778,-19.391111,NA,2996933478,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",-39.882778,-19.391111,TRUE
"311596","Myrcia guianensis","BR","Espírito Santo","Reserva Biológica de Sooretama.",-39.882778,-19.391111,NA,2996933483,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",-39.882778,-19.391111,TRUE
"311659","Campomanesia laurifolia","BR","Espírito Santo","Reserva Natural Vale, estrada Municipal Canto Grande. Mussununga.",-39.961667,-19.246389,NA,2996936869,"Myrtaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",-39.961667,-19.246389,TRUE
"311666","Mabea fistulifera","BR","Espírito Santo","Ponte Alta, beira da estrada no barranco abaixo de plantio de café.",-41.298611,-20.2275,NA,2996936818,"Euphorbiaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","VIES","VIES",-41.298611,-20.2275,TRUE
"311672","Cariniana ianeirensis","BR","Espírito Santo","Estrada para Ibituba, Km 8, em frente ao Sitio da Fantasia. Capoeira com remanescentes próximo a afloramento rochoso.",-41.013333,-19.538056,NA,2996937750,"Lecythidaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","VIES","VIES",-41.013333,-19.538056,TRUE
"311675","Cariniana ianeirensis","BR","Espírito Santo","Coletada no meio de um pasto, em um morro.",-41.016667,-19.616389,NA,2996937755,"Lecythidaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","VIES","VIES",-41.016667,-19.616389,TRUE
"311719","Cariniana ianeirensis","BR","Espírito Santo","Estrada para Ibituba, Km 8, em frente ao Sitio da Fantasia. Capoeira com remanescentes próximo a afloramento rochoso.",-41.013333,-19.538056,NA,2996939712,"Lecythidaceae","SPECIES",NA,2014,"PRESERVED_SPECIMEN","VIES","VIES",-41.013333,-19.538056,TRUE
"311727","Pera glabrata","BR","Espírito Santo","Alto Liberdade, Pedra do Cruzeiro. Pedra do Cruzeiro, topo do inselbergue.",-40.551111,-19.348333,NA,2996940038,"Peraceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","VIES","VIES",-40.551111,-19.348333,TRUE
"311809","Tovomita riedeliana","BR","Espírito Santo","APP Fazenda Goytacazes.",-40.070278,-19.466667,NA,2996951585,"Clusiaceae","SPECIES",NA,2000,"PRESERVED_SPECIMEN","VIES","VIES",-40.070278,-19.466667,TRUE
"311821","Tovomita riedeliana","BR","Espírito Santo","APP Fazenda Goytacazes.",-40.071667,-19.466667,NA,2996951984,"Clusiaceae","SPECIES",NA,2000,"PRESERVED_SPECIMEN","VIES","VIES",-40.071667,-19.466667,TRUE
"311823","Campomanesia eugenioides","BR","Espírito Santo","Santa Luzia, propriedade de Ciro Ferreira.",-40.662222,-18.984722,NA,2996952076,"Myrtaceae","VARIETY",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-40.662222,-18.984722,TRUE
"311855","Sapium glandulosum","BR","Espírito Santo","Povoação.",-39.857222,-19.420833,NA,2996954554,"Euphorbiaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","VIES","VIES",-39.857222,-19.420833,TRUE
"311875","Senna cana","BR","Espírito Santo","Alto Várzea Alegre, Pedra da Onça. Inselbergue",-40.812778,-19.895833,NA,2996955542,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","VIES","VIES",-40.812778,-19.895833,TRUE
"312022","Emmotum nitens","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,2996962733,"Metteniusaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",-40.072222,-19.391389,TRUE
"312078","Aniba firmula","BR","Minas Gerais","Parque Estadual do Rio Doce.",-42.6,-19.766667,NA,2996965874,"Lauraceae","SPECIES",NA,1975,"PRESERVED_SPECIMEN","VIES","VIES",-42.6,-19.766667,TRUE
"312087","Psidium oblongatum","BR","Espírito Santo","Sr. Voito.",-40.746944,-18.978333,NA,2996966104,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-40.746944,-18.978333,TRUE
"312127","Humiria balsamifera","BR","Espírito Santo","Reserva Natural da Vale.",-40.059722,-19.385278,NA,2996967735,"Humiriaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","VIES","VIES",-40.059722,-19.385278,TRUE
"312136","Licaria bahiana","BR","Espírito Santo","Canivete.",-40.071111,-19.321389,NA,2996968104,"Lauraceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","VIES","VIES",-40.071111,-19.321389,TRUE
"312209","Anadenanthera colubrina","BR","Espírito Santo","Trilha da Pedra da Colina.",-40.875,-19.231389,NA,2996972108,"Fabaceae","VARIETY",NA,2015,"PRESERVED_SPECIMEN","VIES","VIES",-40.875,-19.231389,TRUE
"312210","Anadenanthera peregrina","BR","Espírito Santo","Subida do Morro do Camelo, Propriedade do Fábio, fim da corda.",-40.7975,-19.233889,NA,2996972111,"Fabaceae","VARIETY",NA,2015,"PRESERVED_SPECIMEN","VIES","VIES",-40.7975,-19.233889,TRUE
"312360","Campomanesia laurifolia","BR","Espírito Santo","Entrada do Flamengo, Km 1",-40.5125,-19.151667,NA,2996980621,"Myrtaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","VIES","VIES",-40.5125,-19.151667,TRUE
"312400","Diploon cuspidatum","BR","Espírito Santo","Liberdade. Água Viva, Pedra do Cruzeiro. Propriedade de Agular A. Lorenccinni.",-40.549167,-19.345833,NA,2996980907,"Sapotaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-40.549167,-19.345833,TRUE
"312416","Micropholis guyanensis","BR","Espírito Santo","Alto Moacir. Propriedade de Vitório Salomão.",-40.5375,-19.311667,NA,2996981111,"Sapotaceae","SUBSPECIES",NA,2006,"PRESERVED_SPECIMEN","VIES","VIES",-40.5375,-19.311667,TRUE
"312420","Micropholis gardneriana","BR","Espírito Santo","Alto Bananal. Propriedade de Jonas Graci.",-40.416389,-19.248889,NA,2996981110,"Sapotaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-40.416389,-19.248889,TRUE
"312465","Myrcia anceps","BR","Minas Gerais","RPPN Serra do Caraça.",-43.506389,-20.081667,NA,2996981559,"Myrtaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","VIES","VIES",-43.506389,-20.081667,TRUE
"312534","Enterolobium contortisiliquum","BR","Espírito Santo","Córrego Taquaral, Santa Luzia, propriedade José Rochinha.",-40.696111,-18.994167,NA,2996983420,"Fabaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","VIES","VIES",-40.696111,-18.994167,TRUE
"312538","Myrcia cerqueiria","BR","Espírito Santo","Canivete.",-40.072222,-19.391389,NA,2996983945,"Myrtaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","VIES","VIES",-40.072222,-19.391389,TRUE
