"","species","countryCode","stateProvince","locality","decimalLongitude","decimalLatitude","individualCount","gbifID","family","taxonRank","coordinateUncertaintyInMeters","year","basisOfRecord","institutionCode","collectionCode","geometry"
"10882","Swartzia pilulifera","BR","Minas Gerais","Serra dos Alves, Córrego do Queixada. Floresta Estacional Semidecidual Inicial.",-43.461389,-19.476944,NA,1087657557,"Fabaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.461389, -19.476944)
"10883","Eremanthus erythropappus","BR","Minas Gerais","Parque Estadual do Itacolomi, Trilha para o pico, próximo à lagoa seca.",-43.496389,-20.431944,NA,1087657912,"Asteraceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.496389, -20.431944)
"10884","Guapira tomentosa","BR","Minas Gerais","Serra do Baú",-43.5925,-20.038333,NA,1087659482,"Nyctaginaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.5925, -20.038333)
"10885","Vochysia emarginata","BR","Minas Gerais","Serra do Baú",-43.5925,-20.038333,NA,1087659492,"Vochysiaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.5925, -20.038333)
"10886","Lychnophora pinaster","BR","Minas Gerais","Mina do Baú",-43.5775,-20.018333,NA,1087660251,"Asteraceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.5775, -20.018333)
"10887","Campomanesia rufa","BR","Minas Gerais","BR 381, Entre João Monlevade e São Gonçalo. Floresta ombrófila antropizada, solo argiloso, relevo acidentado.",-43.3225,-19.838889,NA,2013096044,"Myrtaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.3225, -19.838889)
"10888","Gaylussacia brasiliensis","BR","Minas Gerais","RPPN Horto Alegria",-43.436667,-20.153611,NA,1303587493,"Ericaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.436667, -20.153611)
"10889","Amaioua intermedia","BR","Minas Gerais","Mina Fazendão",-43.436667,-20.153611,NA,1303587784,"Rubiaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.436667, -20.153611)
"10890","Schizocalyx cuspidatus","BR","Minas Gerais","RPPN Horto Alegria",-43.436667,-20.153611,NA,1303587948,"Rubiaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.436667, -20.153611)
"10891","Drimys brasiliensis","BR","Minas Gerais","RPPN Capanema",-43.605,-20.197222,NA,1303588376,"Winteraceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.605, -20.197222)
"10892","Myrcia venulosa","BR","Minas Gerais","RPPN Capanema",-43.605,-20.197222,NA,1303588457,"Myrtaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.605, -20.197222)
"10893","Psidium rufum","BR","Minas Gerais","Fazenda Manoel José",-43.640278,-20.087778,NA,1829083483,"Myrtaceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.640278, -20.087778)
"10894","Trembleya pentagona","BR","Minas Gerais","Fazenda Córrego das Almas",-43.486944,-20.135,NA,1806875789,"Melastomataceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.486944, -20.135)
"10895","Senna alata","BR","Minas Gerais","Distrito de Paracatu de Baixo, Próximo a Igreja de Paracatu - Local atingido com o rompemento da barragem.",-43.229861,-20.304889,NA,1853943349,"Fabaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.229861, -20.304889)
"10896","Myrcia subcordata","BR","Minas Gerais","Complexo Germano",-43.534444,-20.165,NA,1935009205,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.534444, -20.165)
"10897","Eucalyptus camaldulensis","BR","Minas Gerais","Paracatu de Baixo, Casas atingidas",-43.229861,-20.250028,NA,1935009226,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.229861, -20.250028)
"10898","Aniba intermedia","BR","Minas Gerais","Zona rura, Ca. de 15 km de Revés do Belém. A sul de Belém, em meio a plantações de eucalipto.",-42.473,-19.674194,NA,1913569686,"Lauraceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.473, -19.674194)
"10899","Solanum asperum","BR","Minas Gerais","Caminho para Lagoa Bonita, Margem de estrada vinicial.",-42.479444,-19.618056,NA,1913569680,"Solanaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.479444, -19.618056)
"10900","Miconia sellowiana","BR","Minas Gerais","RPPN Capanema",-43.605833,-20.191944,NA,2574969253,"Melastomataceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.605833, -20.191944)
"10901","Miconia prasina","BR","Minas Gerais","Bacia do Rio Preto",-43.365556,-19.202778,NA,2313593589,"Melastomataceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.365556, -19.202778)
"10902","Amaioua intermedia","BR","Minas Gerais","Bacia do Rio Preto",-43.335,-19.203611,NA,2313593557,"Rubiaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.335, -19.203611)
"10903","Guarea guidonia","BR","Minas Gerais","Bacia do Rio Preto",-43.394722,-19.178333,NA,2313593560,"Meliaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.394722, -19.178333)
"10904","Vernonanthura discolor","BR","Minas Gerais","Mineração Anglogold Ashanti, Cava João Burro",-43.497222,-20.001111,NA,2252465593,"Asteraceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.497222, -20.001111)
"10905","Miconia sellowiana","BR","Minas Gerais","Mineração Anglogold Ashanti, Cava João Burro",-43.497222,-20.001111,NA,2252465548,"Melastomataceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.497222, -20.001111)
"10906","Lychnophora pinaster","BR","Minas Gerais","Morro da Água Quente, Mina de Tamanduá.",-43.419722,-20.134444,NA,2464826190,"Asteraceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.419722, -20.134444)
"10907","Miconia ligustroides","BR","Minas Gerais","Morro da Água Quente, Mina de Tamanduá",-43.414722,-20.117778,NA,2563082572,"Melastomataceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.414722, -20.117778)
"10908","Ouratea semiserrata","BR","Minas Gerais","Morro redondo, Descida da Igreja",-43.486694,-19.557333,NA,3069240313,"Ochnaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.486694, -19.557333)
"10909","Amaioua intermedia","BR","Minas Gerais","Parque Estadual da Mata do Limoeiro, Trilha principal para a cachoeira do Limoeiro",-43.444639,-19.584889,NA,3069240315,"Rubiaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.444639, -19.584889)
"10910","Trichilia pallida","BR","Minas Gerais","Parque Estadual da Mata do Limoeiro, Distrito de Ipoema",-43.436,-19.587889,NA,2464826268,"Meliaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.436, -19.587889)
"10911","Miconia cubatanensis","BR","Minas Gerais","Serra do Gandarela",-43.6575,-20.112222,NA,2382968346,"Melastomataceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.6575, -20.112222)
"10912","Miconia latecrenata","BR","Minas Gerais","Serra do Gandarela",-43.674444,-20.030278,NA,2382968479,"Melastomataceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.674444, -20.030278)
"10913","Ouratea hexasperma","BR","Minas Gerais","Serra do Gandarela",-43.678333,-20.036111,NA,2382968603,"Ochnaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.678333, -20.036111)
"10914","Guatteria villosissima","BR","Minas Gerais","Cocais",-43.391111,-19.848056,NA,2563082891,"Annonaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.391111, -19.848056)
"10915","Miconia affinis","BR","Minas Gerais","Cocais",-43.395556,-19.836667,NA,2563083093,"Melastomataceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.395556, -19.836667)
"10916","Eugenia mansoi","BR","Minas Gerais","Cocais",-43.377778,-19.847778,NA,2563083232,"Myrtaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.377778, -19.847778)
"10917","Siphoneugena densiflora","BR","Minas Gerais","Cocais",-43.398056,-19.838611,NA,2563083148,"Myrtaceae","SPECIES",NA,2018,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.398056, -19.838611)
"10918","Sloanea hirsuta","BR","Minas Gerais","Morro Vermelho., Serra do Gandarela",-43.679444,-20.035278,NA,3127345328,"Elaeocarpaceae","SPECIES",NA,2019,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.679444, -20.035278)
"10919","Myrceugenia alpigena","BR","Minas Gerais","Morro Vermelho, Serra do Gandarela",-43.668333,-20.034722,NA,3397863319,"Myrtaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.668333, -20.034722)
"10920","Himatanthus bracteatus","BR","Minas Gerais","Mina de Brucutu, Região da Mina.",-43.352222,-19.855,NA,3397863334,"Apocynaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.352222, -19.855)
"10921","Miconia valtheri","BR","Minas Gerais","Mina de Brucutu, Região da Mina.",-43.3575,-19.861944,NA,3397863337,"Melastomataceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.3575, -19.861944)
"10922","Myrcia splendens","BR","Minas Gerais","Mina de Brucutu, Região da Mina.",-43.362222,-19.866944,NA,3397863338,"Myrtaceae","SPECIES",NA,2020,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.362222, -19.866944)
"10923","Guatteria campestris","BR","Minas Gerais","Estação Biológica de Caratinga",-41.833333,-19.833333,NA,1087596806,"Annonaceae","SPECIES",NA,1993,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-41.833333, -19.833333)
"10924","Guatteria villosissima","BR","Minas Gerais","Mina Brucutu - CVRD., Pilha do Cavalo.",-43.436361,-19.885556,NA,1087621870,"Annonaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.436361, -19.885556)
"10925","Eremanthus erythropappus","BR","Minas Gerais","Corrêa - CVRD.",-43.260167,-19.648,NA,1087626732,"Asteraceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.260167, -19.648)
"10926","Persea venosa","BR","Minas Gerais","Estação Ambiental de Peti/CEMIG, trilha depois da ponte pênsil próxima a Casa de Força",-43.369556,-19.883389,NA,1087627084,"Lauraceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.369556, -19.883389)
"10927","Psidium oblongatum","BR","Minas Gerais","Estação Biológica de Caratinga, Mata do Jaó",-41.818889,-19.736389,NA,1087627991,"Myrtaceae","SPECIES",NA,2002,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-41.818889, -19.736389)
"10928","Capparidastrum frondosum","BR","Minas Gerais","Macuco, Parque Estadual do Rio Doce",-42.575556,-19.583611,NA,1143419584,"Capparaceae","SPECIES",NA,2003,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.575556, -19.583611)
"10929","Allophylus semidentatus","BR","Minas Gerais","Parque Estadual do Rio Doce., Lagoa dos Patos (Mumbaça). Floresta estacional semidecidual submontana.",-42.539444,-19.806111,NA,1087631183,"Sapindaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.539444, -19.806111)
"10930","Myrcia splendens","BR","Minas Gerais","Morro do Gavião",-42.551944,-19.834167,NA,1087632169,"Myrtaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.551944, -19.834167)
"10931","Inga capitata","BR","Minas Gerais","Fazenda Macedônia, Baixada do Coqueiral",-42.408611,-19.345556,NA,1265929600,"Fabaceae","SPECIES",NA,2004,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.408611, -19.345556)
"10932","Psidium oblongatum","BR","Minas Gerais","Estação Ambiental de Peti, Área do Bom Será",-43.365333,-19.8925,NA,1087635859,"Myrtaceae","SPECIES",NA,2005,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.365333, -19.8925)
"10933","Eugenia involucrata","BR","Minas Gerais","Serra da Gandarela., C1. Coletado em borda de capão. Afloramento de canga.",-43.683111,-20.093806,NA,1087640275,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.683111, -20.093806)
"10934","Symphyopappus lymansmithii","BR","Minas Gerais","Serra do Capanema., C1.",-43.574167,-20.209722,NA,1087641925,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.574167, -20.209722)
"10935","Eremanthus erythropappus","BR","Minas Gerais","Parque Estadual do Itacolomi",-43.482778,-20.417222,NA,1087642056,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.482778, -20.417222)
"10936","Xylopia emarginata","BR","Minas Gerais","Parque Estadual do Rio Doce, Lagoa Dom Helvécio.",-42.599167,-19.786389,NA,3695987314,"Annonaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.599167, -19.786389)
"10937","Tapirira obtusa","BR","Minas Gerais","Região Sumidouro.",-43.501667,-20.023056,NA,3695987315,"Anacardiaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.501667, -20.023056)
"10938","Solanum swartzianum","BR","Minas Gerais","Região Sumidouro",-43.501667,-20.023056,NA,1087643454,"Solanaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.501667, -20.023056)
"10939","Aspidosperma brasiliense","BR","Minas Gerais","Mina de Fábrica Nova",-43.432222,-20.197222,NA,2542594140,"Apocynaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.432222, -20.197222)
"10940","Eremanthus erythropappus","BR","Minas Gerais","Serra do Gandarela, C1.",-43.683111,-20.093806,NA,1087644086,"Asteraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.683111, -20.093806)
"10941","Guatteria sellowiana","BR","Minas Gerais","Mina de Fazendão, Próximo a área da cava.",-43.413333,-20.127222,NA,3695987321,"Annonaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.413333, -20.127222)
"10942","Solanum asperum","BR","Minas Gerais","Margens do rio Corrente Grande",-42.545778,-18.946861,NA,1087644811,"Solanaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.545778, -18.946861)
"10943","Croton medusae","BR","Minas Gerais","RPPN Mata do Sossego",-42.07975,-20.073333,NA,1087645612,"Euphorbiaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.07975, -20.073333)
"10944","Guarea kunthiana","BR","Minas Gerais","Distrito de Santana do Rio Preto, Cabeça de Boi, Área de Proteção Ambiental do Parque Nacional da Serra do Cipó, no caminho para o Rio Preto, a parti do vilarejo",-43.40075,-19.401114,NA,1087648756,"Meliaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.40075, -19.401114)
"10945","Ilex conocarpa","BR","Minas Gerais","Mina Samarco, Norte de Alegria 1 e 6.",-43.514722,-20.154722,NA,2991363312,"Aquifoliaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.514722, -20.154722)
"10946","Casearia ulmifolia","BR","Minas Gerais","Distrito de Santana do Rio Preto (Cabeça de Boi), Mata nas terras do Nem, parte baixa",-43.401611,-19.397,NA,1087648971,"Salicaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.401611, -19.397)
"10947","Miconia sellowiana","BR","Minas Gerais","Serra do Capanema., C2",-43.581167,-20.218806,NA,1087649190,"Melastomataceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.581167, -20.218806)
"10948","Drimys brasiliensis","BR","Minas Gerais","APA do Parque Nacional da Serra do Cipó, Distrito de Santana do Rio Preto (Cabeça de Boi). Beira do córrego Cipó, à meia altura da serra.",-43.431333,-19.414444,NA,1087649861,"Winteraceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.431333, -19.414444)
"10949","Eremanthus crotonoides","BR","Minas Gerais","RPPN Santuário do Caraça, Subida para o Pico do Inficionado.",-43.471111,-20.127222,NA,1087649989,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.471111, -20.127222)
"10950","Clusia criuva","BR","Minas Gerais","RPPN Santuário do Caraça, Pico da Carapuça",-43.472778,-20.089167,NA,1087650108,"Clusiaceae","SPECIES",NA,2009,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.472778, -20.089167)
"10951","Vernonanthura divaricata","BR","Minas Gerais","Distrito de Santana do Rio Preto (Cabeça de Boi), Borda de clareira após subida de morro nas terras de José Agostinho - outro proprietário, próximo à fio d#?#agua",-43.402056,-19.396361,NA,1087650345,"Asteraceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.402056, -19.396361)
"10952","Lacistema pubescens","BR","Minas Gerais","Santana do Rio Preto (Cabeça de Boi), Serra do Cip, APA do Parque Nacional da Serra do Cipó. Terras de José Agostinho, na mata",-43.402056,-19.396361,NA,1087650339,"Lacistemataceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.402056, -19.396361)
"10953","Myrcia guianensis","BR","Minas Gerais","Parque Estadual do Itacolomi, Caminho do Maynart, próximo represa do Custódio.",-43.490833,-20.473028,NA,1087651184,"Myrtaceae","SPECIES",NA,2010,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.490833, -20.473028)
"10954","Eugenia florida","BR","Minas Gerais","UHE Baguari, Ilha Bonaparte.",-42.089722,-19.57,NA,1087652117,"Myrtaceae","SPECIES",NA,2007,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-42.089722, -19.57)
"10955","Ilex dumosa","BR","Minas Gerais","Serra do Gandarela, Projeto Mina Apolo",-43.679167,-20.032961,NA,1087652801,"Aquifoliaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.679167, -20.032961)
"10956","Amaioua guianensis","BR","Minas Gerais","Mina do Sapo",-43.433056,-18.904444,NA,1087654682,"Rubiaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.433056, -18.904444)
"10957","Lychnophora pinaster","BR","Minas Gerais","Mina de Fábrica Nova, Ampliação da mina de Fábrica Nova.",-43.436667,-20.199167,NA,1087655029,"Asteraceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.436667, -20.199167)
"10958","Xylopia sericea","BR","Minas Gerais","Cava do Sapo",-43.433056,-18.904444,NA,1087655567,"Annonaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.433056, -18.904444)
"10959","Kielmeyera coriacea","BR","Minas Gerais","Cava do Sapo",-43.432222,-18.9075,NA,1087655591,"Calophyllaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.432222, -18.9075)
"10960","Callisthene minor","BR","Minas Gerais","Cava do Sapo",-43.431667,-18.907778,NA,1087655681,"Vochysiaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.431667, -18.907778)
"10961","Vitex megapotamica","BR","Minas Gerais","Cava do Sapo",-43.431111,-18.906667,NA,1087655683,"Lamiaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.431111, -18.906667)
"10962","Micropholis gardneriana","BR","Minas Gerais","Cava do Sapo",-43.432222,-18.909167,NA,1087655686,"Sapotaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.432222, -18.909167)
"10963","Myrcia amazonica","BR","Minas Gerais","Cava do Sapo",-43.432778,-18.907778,NA,1087655741,"Myrtaceae","SPECIES",NA,2011,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.432778, -18.907778)
"10964","Eugenia sonderiana","BR","Minas Gerais","Mina de Fábrica Nova, Cava Norte",-43.433333,-20.198611,NA,1087657215,"Myrtaceae","SPECIES",NA,2012,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.433333, -20.198611)
"10965","Bauhinia rufa","BR","Minas Gerais","Mina do Baú, Litotipo: Canga: fragmento de rocha cimentados por limonita.",-43.5775,-20.018333,NA,1087660239,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.5775, -20.018333)
"10966","Vochysia emarginata","BR","Minas Gerais","Morro do Baú, Litotipo: Itabirito e itabirito dolomítico, com lentes de dolomito",-43.579722,-20.023889,NA,1087660657,"Vochysiaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.579722, -20.023889)
"10967","Accara elegans","BR","Minas Gerais","Morro do Baú, Litotipo: Itabirito e itabirito dolomítico, com lentes de dolomito",-43.579722,-20.023889,NA,1087660662,"Myrtaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.579722, -20.023889)
"10968","Matayba marginata","BR","Minas Gerais","Morro do Baú, Litotipo: Itabirito e itabirito dolomítico, com lentes de dolomito",-43.579722,-20.023889,NA,1087660664,"Sapindaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.579722, -20.023889)
"10969","Myrcia venulosa","BR","Minas Gerais","Mina Del Rey, Litotipo: Canga; capeamento limonítico.",-43.419167,-20.313889,NA,1087661540,"Myrtaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.419167, -20.313889)
"10970","Myrcia eriocalyx","BR","Minas Gerais","Mina Del Rey, Litotipo: Itabirito, filito e itabirito dolomítico.",-43.414444,-20.3525,NA,1087662464,"Myrtaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.414444, -20.3525)
"10971","Senna cana","BR","Espírito Santo","Afloramento rochoso na beira da rodovia que liga Governados Lindemberg à Coltaina",-40.681944,-19.403056,NA,1087664167,"Fabaceae","SPECIES",NA,2013,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-40.681944, -19.403056)
"10972","Gaylussacia brasiliensis","BR","Minas Gerais","RPPN Horto Alegria",-43.436667,-20.153611,NA,1303587608,"Ericaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.436667, -20.153611)
"10973","Senna reniformis","BR","Minas Gerais","RPPN Horto Alegria",-43.436667,-20.153611,NA,1303588036,"Fabaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.436667, -20.153611)
"10974","Kielmeyera coriacea","BR","Minas Gerais","RPPN Capanema",-43.605,-20.197222,NA,1303588393,"Calophyllaceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.605, -20.197222)
"10975","Ocotea lancifolia","BR","Minas Gerais","RPPN Capanema",-43.605,-20.197222,NA,1303588666,"Lauraceae","SPECIES",NA,2015,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.605, -20.197222)
"10976","Ouratea semiserrata","BR","Minas Gerais","Chapada de Canga",-43.405278,-20.137361,NA,1291012726,"Ochnaceae","SPECIES",NA,2008,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.405278, -20.137361)
"10977","Ocotea lancifolia","BR","Minas Gerais","Chapada de Canga",-43.3925,-20.133333,NA,1455401292,"Lauraceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.3925, -20.133333)
"10978","Byrsonima sericea","BR","Minas Gerais","Fazenda Córrego das Almas",-43.544167,-20.244444,NA,1829083385,"Malpighiaceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.544167, -20.244444)
"10979","Clusia mexiae","BR","Minas Gerais","RPPN Horto Alegria",-43.57,-20.228333,NA,1829083624,"Clusiaceae","SPECIES",NA,2017,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.57, -20.228333)
"10980","Gaylussacia brasiliensis","BR","Minas Gerais","Fazenda Córrego das Almas",-43.486944,-20.135,NA,1806875887,"Ericaceae","SPECIES",NA,2016,"PRESERVED_SPECIMEN","Universidade Federal de Minas Gerais","BHCB",c(-43.486944, -20.135)
